name,alt_name,ra,dec,vmag_code,vmag,multiple,class,bv_color,bv_uncert,ub_color,ub_uncert,hd,hr,par_code,parallax,ri_code,sao
HR 7491,,295.9067,-37.5389,,6.16,,STAR B8,0.01,,,,186042,7491,,,,211506
HR 6244,,252.7492,-37.5144,,6.11,W,STAR B9,0.12,,-0.14,,151771,6244,D,0.0060,,208089
HR 5935,,239.6279,-37.5031,,6.31,,STAR K0III,1.01,,,,142889,5935,,,,207178
HR 6856,,275.2304,-37.4875,,6.45,,STAR K2II,1.31,,,,168357,6856,,,,210017
HR 6539,,263.9292,-37.4400,,6.48,,STAR A0V,0.01,,,,159312,6539,,,,209001
HR 5837,,235.6596,-37.4250,,5.24,,STAR G8III,0.98,,,,139980,5837,,0.0080,,206887
HR 3684,,138.9379,-37.4133,,4.62,W,STAR F5III,0.45,,0.10,,79940,3684,,0.0640,,200163
HR 7808,,306.7208,-37.4031,,6.25,W,STAR K2IV,0.97,,0.77,,194433,7808,,0.0420,,212126
HR 1699,,77.8996,-37.3953,,6.57,,STAR K5III,1.62,,1.95,,33872,1699,,,,195639
HR 3267,,124.5525,-37.3742,,6.70,W,STAR A0IV,0.23,,-0.03,,70003,3267,D,0.0090,,199059
HR 8353,Gam Gru,328.4821,-37.3650,,3.01,,STAR B8III,-0.12,,-0.37,,207971,8353,,0.0130,,213374
HR 7129,,284.1688,-37.3433,,5.38,,STAR B8IV,-0.14,,-0.71,,175362,7129,,,,210734
HR 2882,,112.6767,-37.3397,,6.65,,STAR G4V,0.63,,,,59967,2882,,,,198069
HR 1797,,80.9125,-37.3367,,6.82,,STAR K1III,1.04,,,,35528,1797,,,,195809
HR 3984,,152.0071,-37.3336,,6.36,,STAR K0III,0.98,,,,88013,3984,,,,201081
HR 1143,,55.7088,-37.3136,,4.59,W,STAR K2III,1.20,,1.31,,23319,1143,,0.0280,E,194475
HR 6508,34Ups Sco,262.6908,-37.2958,,2.69,,STAR B2IV,-0.22,,-0.82,,158408,6508,,,,208896
HR 3219,,122.7567,-37.2922,,6.44,W,STAR O9II,-0.01,,-0.87,,68450,3219,,,,198898
HR 2843,,111.1971,-37.2908,,6.84,W,STAR F0V,0.27,,0.15,,58635,2843,D,0.0030,,197975
HR 2842,,111.1967,-37.2900,,6.97,W,STAR F0V,0.22,,0.15,,58634,2842,D,0.0030,,197974
HR 3154,,120.4058,-37.2836,,5.95,,STAR A3IV,0.14,,0.14,,66358,3154,,,,198714
HR 8366,,329.0950,-37.2536,,5.46,,STAR A2V,0.08,,,,208321,8366,,,,213414
HR 2177,The Col,91.8817,-37.2531,,5.02,,STAR B9IV,-0.11,,,,42167,2177,,,,196514
HR 2265,,94.2896,-37.2531,,5.87,,STAR A3V,0.14,,,,43940,2265,,,,196659
HR 4470,,174.1700,-37.2378,,6.31,,STAR A1V,0.06,,0.06,,100911,4470,,,,202627
HR 1835,,82.0638,-37.2306,,5.57,,STAR A1V,0.02,,0.03,,36187,1835,,,,195887
HR 6344,,256.5846,-37.2275,,5.98,W,STAR A2IV,0.07,,0.10,,154310,6344,,,,208406
HR 6456,,260.7288,-37.2206,,5.93,W,STAR K1III,1.08,,,,157097,6456,,,,208747
HR 6178,,249.7717,-37.2175,,5.91,W,STAR B9V,0.00,,-0.12,,149886,6178,,,,207878
HR 4508,,175.8633,-37.1903,,5.98,,STAR K3III,1.46,,1.71,,101883,4508,,,,202744
HR 6122,,247.0612,-37.1794,,5.79,,STAR K1III,1.10,,,,148247,6122,,,,207688
HR 528,,26.9492,-37.1597,,6.32,,STAR K0III,1.02,,,,11050,528,,,,193303
HR 3479,,131.2162,-37.1472,,5.76,,STAR B2III,-0.15,,,,74824,3479,,,,199573
HR 1503,Bet Cae,70.5146,-37.1444,,5.05,,STAR F1V,0.37,,0.04,,29992,1503,,0.0580,,195239
HR 4273,Iot Ant,164.1796,-37.1378,,4.60,,STAR K1III,1.03,,0.84,,94890,4273,,0.0250,,201927
HR 2087,Xi  Col,88.8746,-37.1208,,4.97,,STAR K1III,1.11,,,,40176,2087,,-0.0110,,196316
HR 7152,Eps CrA,284.6808,-37.1075,,4.87,,STAR F2V,0.41,,0.03,,175813,7152,,0.0320,,210781
HR 6527,35Lam Sco,263.4021,-37.1039,,1.63,W,STAR B2IV,-0.22,,-0.89,,158926,6527,,,,208954
HR 2773,Pi  Pup,109.2858,-37.0975,,2.70,W,STAR K3I,1.62,,1.24,,56855,2773,,0.0320,,197795
HR 5689,,229.8817,-37.0967,,6.20,,STAR G6III,0.96,,0.64,,136014,5689,,,,206523
HR 7226,Gam CrA,286.6046,-37.0633,,4.93,W,STAR F8V,0.52,,0.00,,177474,7226,,0.0540,,210928
HR 7227,Gam CrA,286.6046,-37.0633,,4.99,W,STAR F8V,0.52,,0.00,,177475,7227,,0.0540,,210928
HR 7170,,285.2679,-37.0619,,6.40,W,STAR B8V,-0.03,,,,176270,7170,,,,210816
HR 7169,,285.2633,-37.0608,,6.69,W,STAR B9V,,,,,176269,7169,,,,210815
HR 3155,,120.5258,-37.0506,,6.34,,STAR M1III,1.62,,1.88,,66435,3155,,,,198725
HR 6630,,267.4646,-37.0433,,3.21,W,STAR K2III,1.17,,1.19,,161892,6630,,0.0400,,209318
HR 5357,,214.8496,-37.0036,,5.94,,STAR A2V,0.08,,0.04,,125283,5357,,,,205430
HR 2446,,99.3075,-36.9906,,5.71,W,STAR B7IV,-0.12,,-0.51,,47500,2446,,,,197014
HR 6583,,265.7125,-36.9458,,5.54,,STAR K5III,1.55,,,,160668,6583,,,,209172
HR 2393,,97.8958,-36.9400,,6.34,,STAR M1III,1.63,,1.91,,46431,2393,,,,196906
HR 445,,23.2333,-36.8653,,5.51,,STAR K0III,1.02,,,,9525,445,,0.0070,,193173
HR 5712,Phi2Lup,230.7892,-36.8586,,4.54,,STAR B4V,-0.15,,-0.63,,136664,5712,,,,206580
HR 6691,,269.7317,-36.8583,,5.74,W,STAR G8III,0.90,,,,163652,6691,,,,209545
HR 498,,25.5125,-36.8325,,5.72,,STAR A1V,-0.01,,,,10538,498,,,,193261
HR 4053,,154.6575,-36.8047,,6.30,,STAR K2III,1.28,,,,89442,4053,,,,201266
HR 5987,The Lup,241.6479,-36.8022,,4.23,,STAR B2V,-0.17,,-0.70,,144294,5987,,,,207332
HR 2424,,98.8504,-36.7800,,5.59,W,STAR A0V,-0.14,,-0.48,,47144,2424,D,0.0110,,196978
HR 6501,,262.2338,-36.7783,,6.02,,STAR K0III,1.11,,,,158105,6501,,,,208860
HR 5736,,231.8258,-36.7678,,5.45,W,STAR B4V,-0.15,,-0.59,,137432,5736,,,,206660
HR 6832,Eta Sgr,274.4067,-36.7617,,3.11,W,STAR M3III,1.56,,1.71,,167618,6832,,0.0450,,209957
HR 5991,,241.8183,-36.7556,,5.73,W,STAR F1IV,0.29,,0.02,,144415,5991,,,,207341
HR 2790,,109.6592,-36.7428,,5.11,,STAR B2IV,-0.16,,-0.66,,57219,2790,,,,197837
HR 2787,,109.5767,-36.7342,,4.66,W,STAR B2V,-0.10,,-0.80,,57150,2787,,,,197824
HR 3364,,127.6233,-36.7211,,6.69,,STAR M2I,1.95,,2.09,,72268,3364,,,,199310
HR 7026,,281.0321,-36.7186,,6.32,,STAR K0III,0.98,,,,172875,7026,,,,210507
HR 5028,Iot Cen,200.1492,-36.7122,,2.75,,STAR A2V,0.04,,0.03,,115892,5028,,0.0620,,204371
HR 2316,,96.0042,-36.7078,,5.62,W,STAR G6III,1.04,,0.87,,45145,2316,,,,196774
HR 6772,,272.3433,-36.6725,,6.58,,STAR B1II,-0.03,,-0.86,,165793,6772,,,,209779
HR 6870,,275.7213,-36.6694,,5.34,,STAR A0,-0.14,,,,168733,6870,,,,210061
HR 3270,,124.6387,-36.6594,,4.45,,STAR A7III,0.22,,0.11,,70060,3270,,0.0570,,199070
HR 5519,,222.1588,-36.6347,,6.04,,STAR M3III,1.54,,1.28,,130328,5519,,,,205966
HR 3434,,129.8421,-36.6069,,6.13,W,STAR F1IV,0.42,,,,73900,3434,D,0.0240,,199473
HR 2770,,109.2063,-36.5928,,5.03,,STAR B2IV,-0.17,,-0.69,,56779,2770,,,,197790
HR 3534,,133.1608,-36.5456,,6.42,W,STAR G8III,0.56,,,,76072,3534,,,,199731
HR 2726,,108.1071,-36.5444,,5.96,W,STAR B3V,-0.14,,-0.62,,55718,2726,D,0.0040,,197694
HR 4376,,169.4292,-36.5344,,6.68,,STAR G8III,0.98,,,,98233,4376,,,,202291
HR 471,,24.6142,-36.5283,,5.94,,STAR K0IV,1.05,,0.90,,10142,471,,,E,193224
HR 4029,,153.8371,-36.5181,,6.19,,STAR K0III,1.06,,0.93,,89015,4029,,,,201211
HR 2954,,114.6829,-36.4969,,5.80,,STAR B2IV,-0.16,,-0.70,,61641,2954,,,,198237
HR 3283,,125.3375,-36.4844,,5.20,W,STAR B2IV,-0.19,,-0.82,,70556,3283,,,,199119
HR 6671,,268.7829,-36.4758,,6.06,,STAR B9III,0.08,,,,162926,6671,,,,209458
HR 7728,,304.0988,-36.4544,,6.39,W,STAR M4III,1.54,,,,192472,7728,,,,211948
HR 5208,,207.9025,-36.4333,,6.35,,STAR F6IV,0.48,,0.01,,120672,5208,,,,204911
HR 742,,38.0617,-36.4275,,6.30,,STAR G8III,1.02,,0.74,,15889,742,,,E,193759
HR 1200,,57.6567,-36.4253,,6.86,,STAR B9V,-0.04,,,,24305,1200,,,,194570
HR 8108,,318.3287,-36.4239,,5.96,,STAR K0III,0.98,,0.74,,201852,8108,,,,212800
HR 8760,,345.6417,-36.4208,,6.47,W,STAR K1III,0.94,,0.71,,217642,8760,D,0.0030,,214261
HR 8713,,343.8121,-36.3886,,6.40,,STAR K2III,1.31,,,,216666,8713,,,,214182
HR 3972,,151.3133,-36.3839,,6.27,,STAR K1III,1.11,,1.07,,87606,3972,,,,201037
HR 6708,,270.4513,-36.3778,,6.30,,STAR B7IV,-0.03,,-0.33,,164245,6708,,,,209608
HR 4999,,198.7904,-36.3711,,6.19,,STAR K1III,0.97,,,,115050,4999,,,,204282
HR 5288,5The Cen,211.6708,-36.3700,,2.06,W,STAR K0III,1.01,,0.87,,123139,5288,,0.0650,,205188
HR 3085,,118.2646,-36.3639,,5.43,,STAR K0III,1.16,,,,64572,3085,,0.0350,,198553
HR 4838,,190.9946,-36.3492,,6.39,,STAR A0V,-0.06,,,,110653,4838,,,,203756
HR 3241,,123.4950,-36.3411,,6.11,,STAR B2IV,-0.18,,-0.71,,69082,3241,,,,198970
HR 2911,,113.4625,-36.3383,,5.54,,STAR B3V,-0.06,,-0.72,,60606,2911,,,,198130
HR 3240,,123.4933,-36.3225,,5.08,W,STAR B1IV,-0.19,,-0.86,,69081,3240,,,,198969
HR 3897,,147.4637,-36.2686,,6.37,,STAR K0III,1.01,,,,85296,3897,,,,200784
HR 5615,,226.5579,-36.2642,,6.27,,STAR K5III,1.65,,,,133550,5615,,,,206292
HR 5705,Phi1Lup,230.4517,-36.2614,,3.56,W,STAR K5III,1.54,,1.88,,136422,5705,,0.0140,,206552
HR 5174,,206.7350,-36.2519,,5.15,W,STAR A0V,-0.02,,,,119921,5174,,0.0190,,204835
HR 6874,,275.8704,-36.2383,,5.55,,STAR K0III,1.02,,,,168838,6874,,,,210075
HR 2411,,98.4563,-36.2322,,5.42,,STAR K3III,1.44,,1.72,,46815,2411,,0.0300,,196945
HR 2558,,102.9262,-36.2303,,5.96,,STAR A3V,0.18,,,,50445,2558,,,,197291
HR 8124,,318.9450,-36.2108,,6.12,,STAR K3III,1.37,,,,202287,8124,,,,212843
HR 1195,,57.3638,-36.2003,,4.17,,STAR G9II,0.95,,0.69,,24160,1195,,0.0250,,194559
HR 5929,,239.3387,-36.1850,,5.80,,STAR K0III,1.01,,,,142691,5929,,,,207152
HR 4396,,170.8029,-36.1647,,5.00,W,STAR K6III,1.46,,1.63,,98993,4396,,0.0250,,202391
HR 7256,,287.4017,-36.1647,,6.56,,STAR A0IV,-0.02,,,,178299,7256,,,,210996
HR 2885,,112.8575,-36.1528,,6.68,,STAR B4V,-0.12,,-0.57,,60098,2885,,,,198086
HR 5466,,220.2558,-36.1350,,5.67,,STAR A0,-0.08,,-0.38,?,128974,5466,,,,205823
HR 8031,,314.9987,-36.1297,,6.11,,STAR F5V,0.39,,-0.03,,199684,8031,,,,212608
HR 7935,,311.5775,-36.1203,,6.49,,STAR F3IV,0.39,,,,197649,7935,,,,212417
HR 1186,,56.9567,-36.1058,,6.21,,STAR B8V,-0.10,,,,23958,1186,,,,194537
HR 7703,,302.7996,-36.1011,,5.32,W,STAR K3V,0.87,,0.46,,191408,7703,,0.1790,,211885
HR 3835,,144.3679,-36.0958,,5.98,,STAR K2III,1.12,,,,83441,3835,,,,200573
HR 4675,,184.4471,-36.0939,,6.15,W,STAR A0V,0.01,,,,106922,4675,D,0.0040,,203319
HR 5653,,228.2808,-36.0914,,6.10,,STAR B8V,-0.08,,,,134837,5653,,,,206418
HR 2431,,98.9750,-36.0889,,6.35,W,STAR G0V,0.48,,,,47230,2431,D,0.0280,,196987
HR 4409,,171.3725,-36.0631,,5.22,I,STAR K0III,0.99,,0.77,,99322,4409,,0.0320,E,202428
HR 3007,,116.0400,-36.0628,,5.80,,STAR F2V,0.31,,0.01,,62781,3007,,,,198366
HR 2994,,115.8000,-36.0503,,5.60,,STAR B5V,-0.13,,-0.54,,62578,2994,,,,198343
HR 6748,,271.5988,-36.0197,,5.95,,STAR G5V,0.62,,0.07,,165185,6748,,0.0590,,209710
HR 6889,,276.3404,-35.9917,,6.15,,STAR K0III,1.00,,,,169236,6889,,,,210119
HR 1721,,78.6200,-35.9772,,5.76,,STAR G8III,1.01,,,,34266,1721,,,,195683
HR 2895,,113.0929,-35.9614,,6.30,W,STAR B9V,-0.10,,-0.36,,60312,2895,,,,198104
HR 3765,Eps Ant,142.3112,-35.9514,,4.51,,STAR K3III,1.44,,1.68,,82150,3765,,0.0050,,200416
HR 970,,48.2562,-35.9439,,6.27,,STAR B8V,-0.08,,,,20144,970,,,,194163
HR 3463,,130.7375,-35.9433,,6.42,,STAR A0V,0.02,,0.01,,74475,3463,,,,199535
HR 6311,,255.1537,-35.9342,,5.97,,STAR K2III,1.16,,,,153368,6311,,,,208293
HR 1042,Chi1For,51.4825,-35.9208,,6.39,,STAR A1IV,0.08,,,,21423,1042,,,,194289
HR 6454,,260.6583,-35.9100,,6.47,,STAR F7V,0.54,,,,157060,6454,,,,208741
HR 4524,,176.7792,-35.9069,,6.17,,STAR G8III,0.96,,,,102397,4524,,,,202805
HR 3253,,123.9954,-35.9028,,6.16,,STAR K2III,1.55,,1.70,,69511,3253,,,,199015
HR 6739,,271.2100,-35.9014,,6.00,W,STAR K2III,1.16,,,,164870,6739,,,,209671
HR 3237,,123.3733,-35.8997,,4.78,,STAR B1III,-0.11,,-0.98,,68980,3237,,,,198957
HR 3947,Eta Ant,149.7179,-35.8911,,5.23,W,STAR F1III,0.31,,0.08,,86629,3947,,0.0290,,200926
HR 2889,,112.9283,-35.8878,,6.61,W,STAR A0V,-0.08,,-0.36,,60168,2889,,,,198093
HR 3091,,118.5458,-35.8775,,5.49,,STAR B2V,-0.19,,-0.73,,64802,3091,,,,198575
HR 4947,,196.7263,-35.8619,,6.54,,STAR A0IV,-0.02,,-0.02,,113852,4947,,,,204132
HR 3992,,152.3825,-35.8567,,6.13,W,STAR F8V,0.60,,0.16,,88218,3992,,0.0480,,201109
HR 1058,Chi3For,52.0479,-35.8533,,6.50,W,STAR A1V,0.13,,0.08,,21635,1058,,,,194318
HR 848,Eta2For,42.5617,-35.8436,,5.92,W,STAR K0III,0.90,,0.62,,17793,848,,,,193940
HR 2829,,110.9929,-35.8378,,6.31,W,STAR B7III,-0.15,,-0.55,,58420,2829,,,,197951
HR 1715,,78.4437,-35.8256,,6.98,,STAR K4III,1.47,,,,34167,1715,,,,195669
HR 3823,,143.7992,-35.8239,,6.49,,STAR F7III,0.42,,,,83108,3823,,,,200531
HR 4313,,166.2258,-35.8047,,5.43,,STAR A2V,0.03,,,,96146,4313,,,,202067
HR 2040,Bet Col,87.7400,-35.7683,,3.12,,STAR K2III,1.16,,1.21,,39425,2040,,0.0230,,196240
HR 6405,,259.0896,-35.7494,,6.12,W,STAR G0IV,0.48,,-0.02,,155974,6405,,0.0230,,208610
HR 4183,,160.2150,-35.7417,,6.37,W,STAR G8III,0.92,,,,92589,4183,,,,201631
HR 1680,,77.0617,-35.7183,,6.52,,STAR K1III,1.08,,0.94,,33377,1680,,,,195581
HR 3790,,142.8871,-35.7150,,5.87,W,STAR K4III,1.29,,1.47,,82514,3790,,-0.0040,,200462
HR 1653,Gam2Cae,76.1087,-35.7053,,6.34,,STAR F1III,0.30,,0.08,,32846,1653,,,,195534
HR 5189,,207.2296,-35.7039,,6.53,W,STAR G3IV,0.57,,0.05,,120237,5189,,0.0390,,204867
HR 4612,,181.4863,-35.6939,,6.23,W,STAR B8V,-0.08,,,,105078,4612,,,,203119
HR 1054,Chi2For,51.8892,-35.6814,,5.71,,STAR K2III,1.29,,,,21574,1054,,,,194312
HR 851,Eta3For,42.6683,-35.6761,,5.47,,STAR K5III,1.25,,1.31,,17829,851,,0.0170,E,193944
HR 2009,,86.8275,-35.6747,,6.32,,STAR K1III,1.18,,,,38885,2009,,,,196171
HR 7765,,305.2162,-35.6736,,6.46,,STAR K3III,1.31,,,,193302,7765,,,,212025
HR 5222,,208.3867,-35.6642,,5.54,W,STAR F4V,0.44,,-0.01,,120987,5222,D,0.0090,,204955
HR 323,,16.6104,-35.6608,,6.61,,STAR A1V,0.14,,0.16,,6619,323,,,,192925
HR 1439,,67.6679,-35.6536,,5.96,W,STAR K0II,1.00,,,,28776,1439,,,,195085
HR 7029,,281.0808,-35.6419,,4.87,W,STAR B2V,-0.18,,-0.72,,172910,7029,,,,210509
HR 6653,,268.2412,-35.6242,,6.03,,STAR F2III,0.34,,0.09,,162517,6653,,,,209404
HR 7817,,307.1946,-35.5958,,6.10,,STAR B8II,-0.11,,,,194783,7817,,,,212160
HR 835,Eta1For,41.8904,-35.5508,,6.51,,STAR K0III,0.96,,,,17528,835,,,,193916
HR 1386,,65.7821,-35.5450,,6.39,W,STAR K1III,1.24,,,,27941,1386,,,,194971
HR 8914,,352.0029,-35.5444,,6.32,,STAR K2III,1.20,,,,220929,8914,,,,214561
HR 8732,,344.6458,-35.5231,,6.13,,STAR F8III,0.58,,,,217096,8732,,,,214215
HR 2160,,91.3629,-35.5136,,5.80,,STAR A1V,0.02,,,,41759,2160,,,,196483
HR 2612,,104.3233,-35.5075,,6.23,W,STAR F8IV,0.46,,-0.04,,51825,2612,,0.0690,,197402
HR 3867,,145.6725,-35.5017,,6.41,,STAR A0,-0.06,,-0.37,,84224,3867,,,,200652
HR 3242,,123.5550,-35.4906,,5.78,,STAR K1III,1.02,,0.87,,69123,3242,,,,198979
HR 1652,Gam1Cae,76.1017,-35.4833,,4.55,W,STAR K3III,1.20,,1.20,,32831,1652,,0.0130,,195532
HR 1862,Eps Col,82.8029,-35.4706,,3.87,,STAR K1III,1.14,,1.08,,36597,1862,,0.0080,,195924
HR 3199,,122.2925,-35.4550,,6.20,,STAR G8III,0.89,,,,67977,3199,,,,198859
HR 3266,,124.5725,-35.4517,,5.58,,STAR K2III,1.24,,,,70002,3266,,,,199061
HR 6347,,256.6183,-35.4511,,6.13,W,STAR O9I,0.50,,-0.53,,154368,6347,,,,208410
HR 7316,,289.9167,-35.4214,,5.59,,STAR B3V,-0.13,,-0.56,,180885,7316,,,,211175
HR 4712,,185.8975,-35.4128,,5.32,,STAR B9III,-0.08,,,,107832,4712,,,,203420
HR 2604,,104.1904,-35.3417,,6.29,,STAR K2III,1.29,,,,51682,2604,,,,197388
HR 4420,,171.9937,-35.3286,,6.45,,STAR K5III,,,,,99712,4420,,,,202478
HR 5224,,208.4675,-35.3144,,6.19,,STAR K1IV,1.02,,0.86,,121056,5224,,,,204963
HR 3438,Bet Pyx,130.0258,-35.3083,,3.97,W,STAR G7I,0.94,,0.65,,74006,3438,,0.0180,,199490
HR 2106,Gam Col,89.3842,-35.2833,,4.36,W,STAR B2IV,-0.18,,-0.66,,40494,2106,,,,196352
HR 2942,,114.4367,-35.2772,,6.60,,STAR K1III,1.14,,,,61409,2942,,,,198205
HR 7623,The1Sgr,299.9342,-35.2764,,4.37,,STAR B3IV,-0.15,,-0.67,,189103,7623,,,,211716
HR 1299,,62.6908,-35.2739,,6.44,,STAR K1III,1.07,,0.96,,26575,1299,,,,194810
HR 2388,,97.8042,-35.2592,,5.84,,STAR G8III,0.81,,0.53,,46349,2388,,,,196897
HR 6166,,249.0938,-35.2556,,4.16,,STAR K6III,1.57,,1.94,,149447,6166,,0.0220,,207814
HR 3049,,117.3112,-35.2433,,5.93,,STAR B9V,-0.05,,-0.19,,63786,3049,,,,198480
HR 7729,,304.1104,-35.1978,,6.53,,STAR F2V,0.37,,,,192486,7729,,,,211950
HR 5489,,221.2467,-35.1919,,4.92,,STAR A0V,0.01,,-0.03,,129685,5489,,0.0190,,205899
HR 4724,,186.3408,-35.1864,,5.73,,STAR B9III,-0.06,,,,108114,4724,,,,203450
HR 5485,,220.9142,-35.1736,,4.05,,STAR K3III,1.35,,1.53,,129456,5485,,0.0140,,205871
HR 2256,Kap Col,94.1379,-35.1406,,4.37,,STAR K0III,1.00,,0.83,,43785,2256,,0.0250,,196643
HR 1881,,83.2808,-35.1397,,5.78,,STAR K0III,1.07,,1.00,,36874,1881,,,,195952
HR 35,The Scl,2.9333,-35.1331,,5.25,,STAR F4V,0.44,,,,739,35,,0.0340,,192388
HR 3343,,126.9971,-35.1139,,5.75,W,STAR B3V,-0.15,,-0.70,,71801,3343,,,,199260
HR 4553,,178.3617,-35.0667,,6.17,,STAR A2V,0.08,,0.09,,103266,4553,,,,202910
HR 2329,,96.3746,-35.0639,,6.25,W,STAR K3III,1.36,,1.59,,45383,2329,,,,196805
HR 6652,,268.2329,-35.0186,,6.45,,STAR B9V,0.02,,-0.07,,162515,6652,,,,209401
HR 3756,,141.9100,-35.0078,,6.65,W,STAR A3,0.20,,,,81919,3756,,,,200392
HR 6426,,259.7383,-34.9897,,5.91,W,STAR K3V,1.04,,0.82,,156384,6426,,0.1410,,208670
HR 7330,,290.3746,-34.9839,,6.48,,STAR G5V,0.63,,0.11,,181321,7330,,,,211206
HR 2937,,114.3421,-34.9686,,4.53,W,STAR B8IV,-0.09,,-0.31,,61330,2937,,,,198195
HR 1730,,78.9458,-34.9267,,6.66,,STAR A2III,0.15,,0.16,,34435,1730,,,,195694
HR 1559,,72.8675,-34.9064,,5.86,W,STAR A1V,0.08,,0.09,,31093,1559,,,,195357
HR 54,,3.7425,-34.9044,,6.17,,STAR K3III,1.34,,,,1089,54,,,,192418
HR 1743,Omi Col,79.3712,-34.8953,,4.83,,STAR K0IV,1.00,,0.80,,34642,1743,,0.0180,,195721
HR 6658,,268.3471,-34.8953,,5.60,W,STAR K3III,1.14,,1.01,,162587,6658,D,0.0030,,209416
HR 3092,,118.6663,-34.8469,,6.15,,STAR K4III,1.53,,1.86,,64876,3092,,,,198579
HR 6663,,268.4921,-34.8317,,6.42,,STAR A0,0.01,,-0.06,,162725,6663,,,,209430
HR 6647,,268.0567,-34.7992,,5.90,,STAR B6V,-0.10,,-0.64,,162374,6647,,,,209383
HR 5376,,215.5821,-34.7869,,5.56,,STAR B8V,-0.09,,,,125745,5376,,,,205485
HR 6660,,268.4396,-34.7858,,6.38,,STAR B9V,0.00,,-0.06,,162678,6660,,,,209425
HR 2677,,106.3833,-34.7778,,6.14,W,STAR F2V,0.37,,0.03,,53952,2677,D,0.0340,,197557
HR 1398,,66.2350,-34.7578,,6.55,W,STAR F2III,0.44,,,,28143,1398,,,,194996
HR 6662,,268.4788,-34.7525,,5.96,W,STAR B9V,-0.01,,-0.10,,162724,6662,,,,209428
HR 8767,Pi  PsA,345.8742,-34.7494,,5.11,,STAR F0V,0.29,,0.02,,217792,8767,,0.0520,,214275
HR 7070,,282.3217,-34.7486,,6.62,,STAR K1IV,1.08,,,,173902,7070,,,,210600
HR 4494,Omi Hya,175.0533,-34.7447,,4.70,,STAR B9V,-0.07,,-0.22,,101431,4494,,,,202695
HR 4373,,169.4133,-34.7372,,6.45,,STAR F4V,0.40,,-0.03,,98221,4373,,,,202289
HR 1214,,58.4121,-34.7322,,5.11,,STAR B6V,-0.13,,,,24626,1214,,,,194608
HR 6657,,268.3317,-34.7306,,6.17,W,STAR B8V,-0.03,,-0.35,,162586,6657,D,0.0050,,209411
HR 5839,4Psi2Lup,235.6708,-34.7106,,4.75,,STAR B5V,-0.14,,-0.52,,140008,5839,,,,206889
HR 3079,,118.0654,-34.7053,,5.01,W,STAR F5V,0.44,,-0.06,,64379,3079,,0.0740,,198540
HR 4628,,182.5104,-34.7050,,6.17,W,STAR A0V,0.03,,-0.02,,105686,4628,D,0.0060,,203183
HR 6143,,247.8454,-34.7044,,4.23,,STAR B2III,-0.16,,-0.80,,148703,6143,,,,207732
HR 1766,,80.0858,-34.6989,,6.34,,STAR F2IV,0.33,,0.14,,35046,1766,,,,195763
HR 7624,The2Sgr,299.9637,-34.6978,,5.30,W,STAR A4IV,0.17,,0.06,,189118,7624,,0.0330,,211717
HR 6470,,261.2613,-34.6964,,6.16,,STAR A0V,0.02,,,,157486,6470,,,,208786
HR 5860,,236.6842,-34.6825,,5.61,W,STAR B7V,-0.11,,-0.42,,140784,5860,,,,206962
HR 1973,,85.5629,-34.6678,,5.29,,STAR B9V,-0.05,,,,38170,1973,,,,196098
HR 744,Lam1For,38.2792,-34.6500,,5.90,,STAR K0III,1.06,,,,15975,744,,,,193763
HR 3385,,128.2442,-34.6339,,6.36,,STAR K0V,0.95,,,,72688,3385,,,,199353
HR 3490,,131.7050,-34.6228,,6.37,,STAR B4V,-0.13,,-0.58,,75112,3490,,,,199607
HR 3273,,124.8725,-34.5903,,6.43,,STAR B9,-0.08,,-0.37,,70235,3273,,,,199084
HR 772,Lam2For,39.2442,-34.5783,,5.79,,STAR G5IV,0.66,,0.22,,16417,772,,0.0560,,193811
HR 5117,,204.2104,-34.4678,,6.50,,STAR K0III,1.03,,0.85,,118319,5117,,,,204653
HR 6668,,268.6133,-34.4664,,5.96,,STAR B9V,-0.01,,-0.10,,162817,6668,,,,209446
HR 5192,2    Cen,207.3613,-34.4508,,4.19,,STAR M4III,1.50,,1.45,,120323,5192,,0.0310,,204875
HR 6648,,268.0821,-34.4167,,5.84,,STAR G8III,1.13,,,,162391,6648,,,,209390
HR 5820,3Psi1Lup,234.9417,-34.4119,,4.67,,STAR G8III,0.99,,0.73,,139521,5820,,0.0320,,206843
HR 2279,,94.9208,-34.3967,,5.78,,STAR B9V,-0.08,,-0.26,,44323,2279,,,,196686
HR 6879,20Eps Sgr,276.0429,-34.3847,,1.85,W,STAR B9III,-0.03,,-0.13,,169022,6879,,0.0230,,210091
HR 2549,,102.7183,-34.3672,,4.99,,STAR K5III,1.38,,1.56,,50235,2549,,-0.0130,,197277
HR 5587,,225.4921,-34.3589,,6.22,,STAR A8IV,0.24,,0.13,,132763,5587,,,,206223
HR 1772,,80.3204,-34.3453,,6.09,W,STAR B5IV,-0.19,,-0.70,,35165,1772,,,,195770
HR 2170,,91.7654,-34.3119,,5.83,,STAR B4IV,-0.13,,-0.55,,42054,2170,,,,196503
HR 6241,26Eps Sco,252.5408,-34.2933,,2.29,,STAR K2III,1.15,,1.27,,151680,6241,,0.0220,,208078
HR 6522,,263.1021,-34.2797,,6.17,,STAR F2V,0.35,,,,158741,6522,,,,208935
HR 3018,,116.3958,-34.1731,,5.37,,STAR G0V,0.60,,-0.06,,63077,3018,,0.0640,E,198404
