star_name,star_constellation,star_other_name
HD 222386,Cepheus,"HR 8971, HIP 116714, TYC 4602-3456-1, Gaia EDR3- 2232423983561258112"
HD 12641,Cetus,"61-Cet, HR 610, NSV 711, HIP 9631, TYC 4689-1229-1"
HD 155035,Ara,"HR 6374, HIP 84105, TYC 8336-1563-1, Gaia EDR3- 5926655956260736640"
HD 67249,Vela,"HR 3178, HIP 39527, TYC 8144-218-1, Gaia EDR3- 5514174478297109888"
HD 145148,Serpens Caput,"HR 6014, HIP 79137, TYC 379-1509-1, Gaia EDR3- 4450016100717738880"
HD 99984,Ursa Major,"58-UMa, HR 4431, HIP 56148, TYC 3015-1679-1, Gaia EDR3- 771938908811942144"
HD 207198,Cepheus,"HR 8327, HIP 107374, TYC 4266-826-1, Gaia EDR3- 2216034525806770560"
HD 69830,Puppis,"HR 3259, HIP 40693, TYC 5435-2991-1, Gaia EDR3- 5726982995343100928"
HD 40151,Lepus,"HR 2086, HIP 28085, TYC 6491-1415-1, Gaia EDR3- 2917244870958010880"
HD 130701,Circinus,"AX Cir, HR 5527, HIP 72773, TYC 9028-1324-1, Gaia EDR3- 5873984023533350400"
HD 199955,Cygnus,"HR 8040, HIP 103530, TYC 3583-1164-1, Gaia EDR3- 2168990198522326528"
HD 113120,Musca,"HR 4930, NSV 6063, HIP 63688, TYC 9249-2379-1, Gaia EDR3- 5843519957910366848"
HD 89461,Vela,"HR 4056, HIP 50480, TYC 7716-3703-1, Gaia EDR3- 5417271941559067136"
HD 107295,Corvus,"HR 4691, HIP 60157, TYC 6108-1476-1"
HD 85206,Antlia,"HR 3892, HIP 48191, TYC 7180-2159-1, Gaia EDR3- 5433220357719240064"
HD 73072,Pyxis,"HR 3402, HIP 42147, TYC 6578-4192-1, Gaia EDR3- 5646650648605881088"
HD 82660,Hydra,"HR 3802, HIP 46859, TYC 5472-232-1, Gaia EDR3- 5689865269494598656"
HD 167714,Octans,"HR 6837, HIP 90606, TYC 9453-609-1, Gaia EDR3- 6363745191562162176"
HD 51814,Monoceros,"HR 2610, HIP 33603, TYC 153-2500-1, Gaia EDR3- 3127973043290001152"
HD 56705,Carina,"HR 2767, HIP 35084, TYC 8131-391-1, Gaia EDR3- 5491982966390348032"
HD 18700,Aries,"HR 902, HIP 14036, TYC 644-770-1, Gaia EDR3- 27257344224863360"
HD 109000,Crux,"HR 4771, HIP 61158, TYC 8979-1834-1, Gaia EDR3- 6053620171671090944"
HD 71555,Cancer,"29-Cnc, HR 3333, HIP 41578, TYC 808-1546-1, Gaia EDR3- 651636393815708800"
HD 9780,Pisces,"HR 457, HIP 7447, TYC 1198-1598-1, Gaia EDR3- 2592836679597890688"
HD 65904,Puppis,"HR 3137, HIP 39014, TYC 8135-4882-1, Gaia EDR3- 5519152448476586752"
HD 189195,Sagittarius,"HR 7629, HIP 98461, TYC 7947-3893-1, Gaia EDR3- 6697151751720158080"
HD 21722,Hydrus,"HR 1064, HIP 15968, TYC 9152-2134-1, Gaia EDR3- 4670233333275763840"
HD 221745,Aquarius,"HR 8946, HIP 116368, TYC 6403-1036-1, Gaia EDR3- 2395769080247888640"
HD 206677,Capricornus,"45-Cap, HR 8302, HIP 107302, TYC 5800-1062-1, Gaia EDR3- 6838704699744176768"
HD 942,Sculptor,"HR 42, NSV 96, HIP 1096, TYC 6416-1019-1, Gaia EDR3- 2335338508140815872"
HD 74738,Cancer,"ι-Cnc, 48-Cnc, HR 3474, NSV 4238, HIP 43100, TYC 1949-2010-1, Gaia EDR3- 705156256170201856"
HD 213135,Piscis Austrinus,"HR 8563, NSV 14175, HIP 111045, TYC 6965-1443-1"
HD 223461,Pegasus,"79-Peg, HR 9025, HIP 117500, TYC 2258-1855-1, Gaia EDR3- 2866785052540493952"
HD 7374,Pisces,"87-Psc, HR 364, NSV 445, HIP 5778, TYC 1196-1650-1, Gaia EDR3- 2783827415620242560"
HD 38710,Orion,"52-Ori, HR 1999, HIP 27386, TYC 128-1551-1, Gaia EDR3- 3321343225549328000"
HD 83441,Antlia,"HR 3835, HIP 47224, TYC 7179-2019-1, Gaia EDR3- 5436700518180433536"
HD 28776,Eridanus,"HR 1439, HIP 21042, TYC 7044-1679-1, Gaia EDR3- 4867641437633550720"
HD 39937,Pictor,"HR 2072, NSV 2714, HIP 27737, TYC 8528-381-1, Gaia EDR3- 4765616551100648576"
HD 94014,Sextans,"HR 4240, HIP 53035, TYC 4917-1408-1, Gaia EDR3- 3801537676096572288"
HD 73192,Cancer,"HR 3409, HIP 42365, TYC 2487-2359-1, Gaia EDR3- 710252934943846144"
HD 71267,Puppis,"HR 3320, HIP 41328, TYC 5440-1769-1, Gaia EDR3- 5722357143767071104"
HD 121932,Circinus,"HR 5253, HIP 68455, TYC 9017-1605-1, Gaia EDR3- 5851087140577024896"
HD 123515,Centaurus,"HR 5296, NSV 6565, HIP 69174, TYC 8276-2820-1, Gaia EDR3- 6089748096519831296"
HD 45291,Carina,"HR 2322, TYC 8115-1985-1, Gaia EDR3- 5501038956472938368"
HD 52913,Monoceros,"HR 2647, HIP 34002, TYC 749-2886-1"
HD 47182,Canis Major,"HR 2428, HIP 31599, TYC 5377-2170-1"
HD 7014,Cetus,"33-Cet, HR 347, NSV 422, HIP 5510, TYC 20-1166-1, Gaia EDR3- 2538728956480993920"
HD 59136,Puppis,"HR 2860, HIP 36236, TYC 6538-3045-1"
HD 219879,Aquarius,"HR 8869, HIP 115144, TYC 6399-1261-1, Gaia EDR3- 2405127813985747456"
HD 31331,Orion,"HR 1574, HIP 22840, TYC 85-2363-1, Gaia EDR3- 3228374397821605504"
HD 201092,Cygnus,"61-Cyg, HR 8086, NSV 13546, HIP 104217, TYC 3168-2798-1, Gaia EDR3- 1872046574983497216"
HD 54732,Carina,"HR 2698, HIP 34349, TYC 8130-1981-1"
HD 193322,Cygnus,"HR 7767, HIP 100069, TYC 3155-2321-1, Gaia EDR3- 2062360626011542272"
HD 114287,Virgo,"50-Vir, HR 4961, NSV 6114, HIP 64224, TYC 5540-1438-1, Gaia EDR3- 3622861612040171264"
HD 206860,Pegasus,"HN Peg, HR 8314, HIP 107350, TYC 1133-1258-1, Gaia EDR3- 1772187382746856320"
HD 104075,Ursa Major,"HR 4581, HIP 58460, TYC 2524-2324-1, Gaia EDR3- 4027931110281084416"
HD 204854,Piscis Austrinus,"6-PsA, HR 8230, NSV 13762, HIP 106340, TYC 7482-979-1, Gaia EDR3- 6590806093727126912"
HD 168653,Draco,"37-Dra, HR 6865, HIP 89448, TYC 4429-2075-1, Gaia EDR3- 2259778527188126464"
HD 60228,Carina,"HR 2892, HIP 36496, TYC 8555-190-1, Gaia EDR3- 5489133100971404672"
HD 218396,Pegasus,"HR 8799, HIP 114189, TYC 1718-2350-1, Gaia EDR3- 2832463659640297472"
HD 199579,Cygnus,"HR 8023, HIP 103371, TYC 3179-457-1, Gaia EDR3- 2163075895429683072"
HD 11151,Perseus,"HR 529, HIP 8598, TYC 3291-1592-1, Gaia EDR3- 407618995126664960"
HD 29678,Camelopardalis,"HR 1491, HIP 22361, TYC 4511-2544-1, Gaia EDR3- 551765484922976000"
HD 39985,Orion,"HR 2075, HIP 28110, TYC 720-1925-1, Gaia EDR3- 3335698896040824704"
HD 160781,Ophiuchus,"HR 6590, HIP 86575, TYC 427-1712-1, Gaia EDR3- 4485843584034274688"
HD 201852,Microscopium,"HR 8108, HIP 104752, TYC 7484-278-1, Gaia EDR3- 6776136956207328000"
HD 72232,Vela,"HR 3363, HIP 41674, TYC 8150-3065-1, Gaia EDR3- 5522548187060866816"
HD 78418,Cancer,"75-Cnc, HR 3626, HIP 44892, TYC 1954-1881-1"
HD 94683,Carina,"HR 4266, HIP 53334, TYC 8958-6-1, Gaia EDR3- 5241863999774969984"
HD 218655,Grus,"HR 8818, NSV 14441, HIP 114407, TYC 8009-1347-1, Gaia EDR3- 6542584709187949056"
HD 142378,Libra,"47-Lib, HR 5915, NSV 7327, HIP 77939, TYC 6195-249-1"
HD 164794,Sagittarius,"9-Sgr, HR 6736, HIP 88469, TYC 6842-1702-1, Gaia EDR3- 4066022591147527552"
HD 200790,Equuleus,"4-Equ, HR 8077, HIP 104101, TYC 538-2797-1"
HD 13522,Aries,"HR 644, HIP 10296, TYC 1758-2415-1, Gaia EDR3- 104290468896756736"
HD 24357,Taurus,"HR 1201, HIP 18170, TYC 1253-716-1, Gaia EDR3- 43615122310787840"
HD 34721,Lepus,"HR 1747, HIP 24786, TYC 5906-910-1, Gaia EDR3- 2981583790287411200"
HD 39421,Orion,"HR 2039, HIP 27713, TYC 5347-907-1, Gaia EDR3- 3011731024732307712"
HD 119250,Centaurus,"HR 5155, HIP 66924, TYC 7797-2219-1"
HD 75523,Lynx,"HR 3509, HIP 43553, TYC 3417-2243-1, Gaia EDR3- 1010283445980626432"
HD 185467,Sagittarius,"HR 7473, HIP 96760, TYC 6889-2261-1, Gaia EDR3- 6768668179881479424"
HD 135235,Lupus,"HR 5663, HIP 74696, TYC 8298-279-1, Gaia EDR3- 5902918427912754560"
HD 110897,Canes Venatici,"10-CVn, HR 4845, HIP 62207, TYC 3021-2548-1, Gaia EDR3- 1521686782461765888"
HD 111774,Centaurus,"HR 4879, NSV 5999, HIP 62786, TYC 7776-834-1, Gaia EDR3- 6152517256835276544"
HD 197939,Cepheus,"HR 7944, HIP 102358, TYC 3959-1687-1, Gaia EDR3- 2184135666254074880"
HD 118338,Centaurus,"HR 5118, HIP 66427, TYC 7800-2157-1, Gaia EDR3- 6111468124088702080"
HD 93237,Chamaeleon,"HR 4206, HIP 52340, TYC 9418-2651-1, Gaia EDR3- 5199170719128170112"
HD 113095,Coma Berenices,"38-Com, HR 4929, HIP 63533, TYC 1450-1132-1, Gaia EDR3- 3937711783175696768"
HD 155826,Scorpius,"HR 6398, HIP 84425, TYC 7870-136-1"
HD 27278,Perseus,"HR 1337, HIP 20241, TYC 2887-341-1, Gaia EDR3- 228361147685271296"
HD 105639,Virgo,"10-Vir, HR 4626, HIP 59285, TYC 280-445-1, Gaia EDR3- 3699664732623236992"
HD 33093,Lepus,"HR 1665, HIP 23831, TYC 5338-724-1, Gaia EDR3- 2989366614624859776"
HD 124953,Bootes,"CN Boo, HR 5343, TYC 1472-1427-1, Gaia EDR3- 1233902704963092608"
HD 89010,Leo,"35-Leo, HR 4030, HIP 50319, TYC 1969-1260-1"
HD 196775,Delphinus,"HR 7899, HIP 101909, TYC 1633-2443-1, Gaia EDR3- 1810687847547417856"
HD 83126,Ursa Major,"HR 3824, HIP 47401, TYC 4142-1234-1, Gaia EDR3- 1068389680570515968"
HD 19698,Aries,"HR 948, HIP 14764, TYC 651-1506-1, Gaia EDR3- 15759613694243712"
HD 101541,Centaurus,"HR 4497, NSV 5289, HIP 56970, TYC 8630-2149-1, Gaia EDR3- 5344905522209168640"
HD 211676,Aquarius,"45-Aqr, HR 8508, HIP 110179, TYC 5810-1304-1, Gaia EDR3- 2600499210491378560"
HD 57608,Canis Minor,"HR 2801, HIP 35712, TYC 164-2276-1, Gaia EDR3- 3110688789222400896"
HD 5550,Cassiopeia,"HR 273, HIP 4572, TYC 4029-725-1, Gaia EDR3- 526024715129959296"
HD 222377,Pegasus,"HR 8970, HIP 116768, TYC 1170-867-1, Gaia EDR3- 2759948634405916288"
HD 92839,Ursa Major,"VY UMa, HR 4195, HIP 52577, TYC 4151-1451-1, Gaia EDR3- 1060005766968901376"
HD 100623,Hydra,"HR 4458, HIP 56452, TYC 7220-866-1, Gaia EDR3- 3478127463341507072"
HD 85945,Ursa Major,"HR 3922, HIP 48802, TYC 3817-1649-1, Gaia EDR3- 1046383298937140864"
HD 84228,Vela,"HR 3868, HIP 47559, TYC 8589-312-1, Gaia EDR3- 5307912144259680128"
HD 10348,Triangulum,"HR 485, HIP 7906, TYC 2294-2004-1, Gaia EDR3- 302679818662240640"
HD 20346,Perseus,"HR 986, HIP 15334, TYC 2848-2520-1, Gaia EDR3- 235776425900114176"
HD 55775,Monoceros,"HR 2731, HIP 34975, TYC 4823-4337-1, Gaia EDR3- 3059609224212458624"
HD 4526,Pisces,"60-Psc, HR 216, HIP 3697, TYC 17-1353-1"
HD 23728,Perseus,"V376 Per, HR 1170, HIP 17846, TYC 2875-2557-1"
HD 17463,Cassiopeia,"SU Cas, SU-Cas, HR 829, HIP 13367, TYC 4313-1573-1"
HD 58526,Monoceros,"HR 2833, HIP 36055, TYC 4829-828-1, Gaia EDR3- 3055514677265415424"
HD 156891,Hercules,"HR 6444, HIP 84656, TYC 3073-2071-1"
HD 169326,Telescopium,"TYC 8745-250-1, Gaia EDR3- 6652929290975546496"
HD 199603,Aquarius,"DV Aqr, HR 8024, HIP 103545, TYC 5782-1505-1, Gaia EDR3- 6886757274888583936"
HD 34868,Columba,"HR 1758, HIP 24831, TYC 6483-1385-1, Gaia EDR3- 2955248214762066176"
HD 30912,Taurus,"HR 1554, HIP 22697, TYC 1839-1658-1, Gaia EDR3- 154868690970232576"
HD 163624,Ophiuchus,"HR 6689, HIP 87875, TYC 417-2593-1, Gaia EDR3- 4371553920172973312"
HD 1801,Hydrus,"HR 87, HIP 1706, TYC 9350-500-1"
HD 134943,Serpens Caput,"FL Ser, HR 5654, HIP 74386, TYC 1489-1253-1"
HD 213986,Aquarius,"HR 8596, HIP 111515, TYC 6963-1637-1, Gaia EDR3- 6624126484368797568"
HD 116831,Virgo,"HR 5059, NSV 6242, HIP 65545, TYC 4959-1202-1, Gaia EDR3- 3638711484471311616"
HD 120787,Ursa Major,"HR 5213, HIP 67485, TYC 4171-1431-1"
HD 139357,Draco,"HR 5811, HIP 76311, TYC 3869-494-1, Gaia EDR3- 1597757387783227008"
HD 127167,Virgo,"HR 5418, HIP 70894, TYC 318-767-1, Gaia EDR3- 3654258613247786368"
HD 21981,Horologium,"TU Hor, HR 1081, HIP 16339, TYC 8060-2188-1, Gaia EDR3- 4833994732555940352"
HD 18262,Cetus,"HR 870, HIP 13679, TYC 641-763-1, Gaia EDR3- 8810116091022208"
HD 160720,Pavo,"HR 6586, HIP 86871, TYC 8737-1518-1, Gaia EDR3- 5918288122976930816"
HD 197139,Cygnus,"HR 7919, HIP 101986, TYC 3178-1205-1, Gaia EDR3- 2069603800593460224"
HD 79416,Vela,"KL Vel, HR 3661, HIP 45189, TYC 7690-2852-1, Gaia EDR3- 5427054429650918528"
HD 205072,Cepheus,"HR 8239, HIP 105727, TYC 4607-1903-1, Gaia EDR3- 2297484663555075712"
HD 162724,Scorpius,"V906 Sco, HR 6662, HIP 87616, TYC 7386-562-1, Gaia EDR3- 4040825529908227072"
HD 133652,Lupus,"HR 5619, HIP 73937, TYC 7311-1617-1, Gaia EDR3- 6211629647647250944"
HD 40486,Auriga,"HR 2105, HIP 28562, TYC 3382-1506-1, Gaia EDR3- 969907214344914048"
HD 21819,Camelopardalis,"HR 1073, HIP 16599, TYC 3720-850-1, Gaia EDR3- 448152697443908480"
HD 22713,Eridanus,"21-Eri, HR 1111, HIP 17027, TYC 4722-1536-1, Gaia EDR3- 3247680138377334912"
HD 88399,Vela,"HR 4001, HIP 49844, TYC 7716-2005-1, Gaia EDR3- 5417092205768127232"
HD 196925,Draco,"74-Dra, HR 7908, HIP 101082, TYC 4597-1694-1, Gaia EDR3- 2298101352139398144"
HD 157955,Ophiuchus,"HR 6494, HIP 85442, TYC 6838-191-1, Gaia EDR3- 4058692765692242432"
HD 120064,Bootes,"3-Boo, HR 5182, HIP 67239, TYC 2002-1055-1, Gaia EDR3- 1444522300510441984"
HD 220933,Pegasus,"HV Peg, 69-Peg, HR 8915, HIP 115806, TYC 2253-586-1, Gaia EDR3- 2841250612973210112"
HD 150576,Ara,"HR 6207, HIP 81966, TYC 8713-1632-1, Gaia EDR3- 5930839907268377216"
HD 38089,Orion,"HR 1967, HIP 26926, TYC 4779-698-1"
HD 191067,Aquila,"64-Aql, HR 7690, HIP 99171, TYC 5161-2681-1, Gaia EDR3- 4236276194243977344"
HD 57593,Canis Major,"HQ CMa, HR 2800, HIP 35611, TYC 6545-1765-1, Gaia EDR3- 5613017756143699456"
HD 162189,Scorpius,"HR 6643, HIP 87390, TYC 7890-2138-1, Gaia EDR3- 5957847005236319744"
HD 38858,Orion,"HR 2007, HIP 27435, TYC 4776-1306-1, Gaia EDR3- 3023711269067191296"
HD 41742,Puppis,"HR 2158, HIP 28790, TYC 8101-1755-1"
HD 55762,Canis Major,"HR 2730, NSV 3467, HIP 34914, TYC 6524-1930-1, Gaia EDR3- 2927961123609078144"
HD 122365,Bootes,"HR 5262, HIP 68498, TYC 901-1297-1"
HD 202951,Equuleus,"HR 8149, HIP 105224, TYC 1109-2581-1"
HD 29645,Perseus,"HR 1489, HIP 21847, TYC 2893-2218-1, Gaia EDR3- 175618983647633920"
HD 169111,Ophiuchus,"HR 6883, HIP 90052, TYC 1018-2150-1, Gaia EDR3- 4484271694728548224"
HD 2363,Sculptor,"HR 102, HIP 2159, TYC 6417-951-1, Gaia EDR3- 2347526701909249664"
HD 110506,Crux,"HR 4834, HIP 62058, TYC 8651-2436-1, Gaia EDR3- 6073260816590518656"
HD 167042,Draco,"HR 6817, HIP 89047, TYC 3903-2143-1, Gaia EDR3- 2149564787289902848"
HD 175401,Pavo,"HR 7130, HIP 93287, TYC 9082-812-1"
HD 112131,Virgo,"HR 4901, NSV 6019, HIP 62983, TYC 5538-1873-1, Gaia EDR3- 3529395598896680704"
HD 105943,Camelopardalis,"HR 4639, HIP 59384, TYC 4556-1438-1, Gaia EDR3- 1719746210020006656"
HD 174208,Scutum,"HR 7083, HIP 92391, TYC 5126-3125-1, Gaia EDR3- 4253279591914590208"
HD 75759,Vela,"HR 3525, HIP 43392, TYC 7684-2120-1, Gaia EDR3- 5524580737379318016"
HD 119361,Centaurus,"HR 5157, HIP 66984, TYC 7797-2742-1, Gaia EDR3- 6112257264193158784"
HD 91356,Vela,"HR 4136, HIP 51560, TYC 8197-2715-1, Gaia EDR3- 5367389229311295872"
HD 27901,Taurus,"HR 1385, HIP 20614, TYC 1273-1106-1, Gaia EDR3- 47965443143743488"
HD 141353,Serpens Caput,"HR 5874, HIP 77412, TYC 942-1185-1, Gaia EDR3- 1192417409684853248"
HD 164870,Sagittarius,"HR 6739, HIP 88550, TYC 7403-6940-1, Gaia EDR3- 4038734739866855168"
HD 131657,Lupus,"HR 5559, HIP 73111, TYC 8284-3837-1, Gaia EDR3- 5905034639887194624"
HD 47575,Gemini,"HR 2449, HIP 31876, TYC 754-1134-1, Gaia EDR3- 3352346842118069376"
HD 158220,Ara,"HR 6505, HIP 85751, TYC 8736-3083-1, Gaia EDR3- 5919349323502758144"
HD 190211,Sagitta,"HR 7662, HIP 98738, TYC 1621-86-1, Gaia EDR3- 1822149191132852352"
HD 166988,Hercules,"HR 6814, NSV 10363, HIP 89156, TYC 2626-1763-1"
HD 204428,Cygnus,"HR 8218, HIP 105891, TYC 3966-1562-1, Gaia EDR3- 2172768330933500416"
HD 110318,Corvus,"HR 4822, NSV 5855"
HD 120710,Centaurus,"k-Cen, 3-Cen, HR 5211, TYC 7283-2101-1, Gaia EDR3- 6170485544575678592"
HD 167263,Sagittarius,"16-Sgr, HR 6823, HIP 89440, TYC 6272-89-1, Gaia EDR3- 4094031138050641408"
HD 101883,Centaurus,"HR 4508, HIP 57165, TYC 7229-1741-1, Gaia EDR3- 3463642432734457984"
HD 31761,Auriga,"5-Aur, HR 1599, HIP 23261, TYC 2899-369-1"
HD 222387,Cepheus,"HR 8972, HIP 116728, TYC 4491-1470-1"
HD 214632,Tucana,"HR 8620, HIP 111967, TYC 8826-289-1, Gaia EDR3- 6504126300710820608"
HD 37594,Orion,"HR 1940, HIP 26624, TYC 4771-1201-1, Gaia EDR3- 3215795435043618432"
HD 65873,Cancer,"5-Cnc, HR 3134, HIP 39236, TYC 1376-394-1, Gaia EDR3- 655229563455637632"
HD 217703,Aquarius,"HR 8764, HIP 113801, TYC 6400-1249-1, Gaia EDR3- 2398487519668274048"
HD 137389,Draco,"HR 5731, HIP 75256, TYC 4181-1849-1"
HD 185018,Aquila,"HR 7456, HIP 96481, TYC 1064-5375-1"
HD 16825,Cetus,"HR 796, HIP 12562, TYC 5291-1046-1"
HD 203525,Aquarius,"17-Aqr, HR 8175, HIP 105574, TYC 5773-1119-1, Gaia EDR3- 6897276268271412480"
HD 39118,Orion,"HR 2024, HIP 27588, TYC 120-877-1, Gaia EDR3- 3316078695157768448"
HD 119159,Centaurus,"HR 5151, HIP 66925, TYC 8671-1535-1, Gaia EDR3- 6064141432806909696"
HD 154779,Ophiuchus,"HR 6365, HIP 83854, TYC 6236-1365-1, Gaia EDR3- 4135514302988283904"
HD 75959,Cancer,"57-Cnc, HR 3532, HIP 43721, TYC 2485-2096-1, Gaia EDR3- 705832627619469056"
HD 94705,Leo,"VY Leo, 56-Leo, HR 4267, HIP 53449, TYC 261-384-1, Gaia EDR3- 3864344017954021120"
HD 55879,Monoceros,"HR 2739, HIP 34999, TYC 5398-3007-1, Gaia EDR3- 3047853142806752512"
HD 156284,Hercules,"HR 6419, HIP 84431, TYC 2061-2220-1, Gaia EDR3- 4568778199926934144"
HD 209008,Pegasus,"18-Peg, HR 8385, HIP 108612, TYC 564-1847-1"
HD 39775,Orion,"HR 2057, HIP 27939, TYC 117-201-1, Gaia EDR3- 3218929489859320320"
HD 150894,Scorpius,"HR 6218, NSV 7944, HIP 81992, TYC 6821-383-1, Gaia EDR3- 6032215807018576128"
HD 10164,Pisces,"105-Psc, HR 475, HIP 7740, TYC 1205-1654-1, Gaia EDR3- 2589527012159256832"
HD 12279,Cassiopeia,"52-Cas, HR 586, HIP 9564, TYC 4041-1955-1, Gaia EDR3- 518109468363459968"
HD 119458,Canes Venatici,"HR 5161, HIP 66907, TYC 2540-1221-1, Gaia EDR3- 1470909205188365184"
HD 134255,Lupus,"HR 5636, HIP 74224, TYC 7822-2361-1, Gaia EDR3- 6197699247642250368"
HD 27742,Taurus,"HR 1375, HIP 20493, TYC 1276-1624-1, Gaia EDR3- 145259990135756928"
HD 79452,Lynx,"HR 3664, HIP 45412, TYC 2496-1223-1, Gaia EDR3- 714079652021800320"
HD 104933,Crux,"HR 4607, HIP 58921, TYC 8974-2210-1, Gaia EDR3- 6058590685796933504"
HD 196051,Octans,"μ¹-Oct, HR 7863, HIP 102162, TYC 9461-1989-1, Gaia EDR3- 6369246529272113920"
HD 80094,Carina,"HR 3691, HIP 45418, TYC 8595-3310-1, Gaia EDR3- 5300669008329216128"
HD 210434,Aquarius,"HR 8453, HIP 109466, TYC 5228-1678-1, Gaia EDR3- 2627145187596080512"
HD 145384,Norma,"39-Nor, HR 6022, NSV 7527, HIP 79490, TYC 8710-251-1, Gaia EDR3- 5932963991897373184"
HD 360,Cetus,"HR 16, HIP 671, TYC 5260-370-1, Gaia EDR3- 2429415922764859392"
HD 5608,Andromeda,"HR 275, HIP 4552, TYC 2285-553-1, Gaia EDR3- 362706006713454208"
HD 154310,Scorpius,"HR 6344, HIP 83693, TYC 7373-274-1, Gaia EDR3- 5976498948652231296"
HD 182709,Pavo,"HR 7383, HIP 95999, TYC 9305-1049-1, Gaia EDR3- 6420970030146218624"
HD 37171,Orion,"HR 1908, HIP 26386, TYC 718-1160-1"
HD 172883,Draco,"HR 7028, HIP 91525, TYC 3539-1196-1"
HD 8671,Andromeda,"HR 409, HIP 6711, TYC 2825-2668-1, Gaia EDR3- 396649030176633216"
HD 37367,Auriga,"HR 1924, HIP 26606, TYC 1873-935-1"
HD 30197,Taurus,"HR 1517, HIP 22176, TYC 1271-1542-1"
HD 4088,Tucana,"HR 186, HIP 3352, TYC 8841-1677-1, Gaia EDR3- 4903642746860871040"
HD 38478,Taurus,"129-Tau, HR 1985, HIP 27265, TYC 1299-1090-1, Gaia EDR3- 3348206012606519168"
HD 43847,Columba,"HR 2262, HIP 29808, TYC 7612-1424-1, Gaia EDR3- 5574441218871410944"
HD 66875,Cancer,"BL Cnc, μ¹-Cnc, 9-Cnc, HR 3169, HIP 39659, TYC 1927-1970-1, Gaia EDR3- 680089968037163392"
HD 202987,Cepheus,"HR 8150, HIP 105080, TYC 3957-1834-1, Gaia EDR3- 2177146753732731392"
HD 127193,Centaurus,"HR 5419, HIP 70987, TYC 7806-2608-1, Gaia EDR3- 6106080654549716864"
HD 71302,Puppis,"HR 3322, HIP 41250, TYC 7669-3731-1, Gaia EDR3- 5526418261826963712"
HD 109931,Corvus,"HR 4809, HIP 61688, TYC 6107-698-1, Gaia EDR3- 3516934936698212352"
HD 85124,Carina,"υ-Car, HR 3891, TYC 8950-2272-2, Gaia EDR3- 5249119024124571136"
HD 158614,Ophiuchus,"HR 6516, HIP 85667, TYC 5080-2188-1"
HD 219815,Andromeda,"AN And, 9-And, HR 8864, HIP 115065, TYC 3225-3348-1, Gaia EDR3- 1924499223851942272"
HD 185936,Aquila,"QS Aql, QS-Aql, HR 7486, HIP 96840, TYC 1069-3884-1, Gaia EDR3- 4317157059905694592"
HD 222060,Octans,"HR 8957, HIP 116653, TYC 9477-658-1, Gaia EDR3- 6377424318801186304"
HD 6211,Cassiopeia,"HR 298, HIP 4998, TYC 3668-2149-1, Gaia EDR3- 405078504793319936"
HD 43429,Canis Major,"HR 2243, HIP 29692, TYC 5937-2786-1"
HD 105805,Coma Berenices,"HR 4633, NSV 5485, HIP 59364, TYC 1988-1527-1, Gaia EDR3- 4006703041146508416"
HD 75556,Lynx,"HR 3511, HIP 43550, TYC 2985-61-1, Gaia EDR3- 912931793103559808"
HD 156653,Hercules,"HR 6432, HIP 84631, TYC 1540-624-1"
HD 158105,Scorpius,"HR 6501, HIP 85543, TYC 7387-553-1, Gaia EDR3- 5974291988265602944"
HD 61925,Puppis,"d⁴-Pup, HR 2968, HIP 37345, TYC 7644-2701-1, Gaia EDR3- 5586820585936041600"
HD 68951,Ursa Major,"HR 3236, HIP 40889, TYC 4377-2708-1, Gaia EDR3- 1122748745173887232"
HD 135438,Bootes,"HR 5674, HIP 74561, TYC 2563-1365-1, Gaia EDR3- 1276480433745570944"
HD 15248,Hydrus,"κ-Hyi, HR 715, HIP 11095, TYC 9150-88-1, Gaia EDR3- 4643560452496180992"
HD 163685,Sagittarius,"HR 6692, HIP 88012, TYC 6853-4503-1, Gaia EDR3- 4062570326465238912"
HD 44497,Orion,"HR 2287, HIP 30318, TYC 739-2382-1, Gaia EDR3- 3332134691661650816"
HD 90874,Carina,"HR 4115, HIP 51194, TYC 8968-1190-1, Gaia EDR3- 5251255718823894912"
HD 216210,Piscis Austrinus,"21-PsA, HR 8693, HIP 112862, TYC 6970-272-1, Gaia EDR3- 6609105300107179776"
HD 81567,Hydra,"HR 3741, HIP 46288, TYC 4881-1397-1, Gaia EDR3- 3838909221626847104"
HD 39286,Orion,"HR 2030, HIP 27747, TYC 1320-1659-1, Gaia EDR3- 3398932153351565568"
HD 187195,Aquila,"HR 7541, HIP 97499, TYC 5729-2872-1"
HD 200039,Cepheus,"HR 8043, HIP 103219, TYC 4586-2279-1, Gaia EDR3- 2278334297735020672"
HD 81613,Carina,"HR 3742, HIP 46101, TYC 8940-2646-1, Gaia EDR3- 5298744450657203840"
HD 79241,Vela,"HR 3656, HIP 45127, TYC 7678-4343-1, Gaia EDR3- 5429057258799808000"
HD 21665,Eridanus,"HR 1060, HIP 16266, TYC 4715-407-1, Gaia EDR3- 5168901782487608704"
HD 30138,Perseus,"HR 1514, HIP 22220, TYC 2897-2582-1, Gaia EDR3- 203226071356956800"
HD 16975,Fornax,"HR 805, HIP 12608, TYC 7559-365-1, Gaia EDR3- 4952714947241995776"
HD 152812,Hercules,"HR 6286, HIP 82611, TYC 3500-2418-1"
